organization,domain,visible_url,primary_category,secondary_categories,confidence,source_file,source_branch,notes
Centre for Public Impact,centreforpublicimpact.org,https://www.centreforpublicimpact.org,consulting_federal,Policy Research; Governments championing value of human relationships and culture of learning,high,consulting_federal_universe.csv,cursor/consulting-federal-universe-0daa,Mission-driven changemakers shaping new era for governments
Centrivo Care,centrivocare.com,https://www.centrivocare.com,clinical_informatics_healthit,HIE; Health information exchange services and clinical data sharing,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,Regional HIE and healthcare services organization
Century Health,century.health,https://www.century.health,digital_health,Health AI; Real-world data and clinical AI for medical breakthroughs,high,digital_health_universe.csv,cursor/digital-health-universe-discovery-c955,Evidence generation grounded in clinical care
Cepheid,cepheid.com,https://www.cepheid.com,med_device_diagnostics,Molecular Diagnostics; Molecular diagnostic testing with GeneXpert systems,high,med_device_diagnostics_universe.csv,cursor/med-device-diagnostics-universe-e384,Automated molecular diagnostics platform
Cerebral,cerebral.com,https://cerebral.com/careers,Digital Health,Digital Health,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),Mental health
Certara,certara.com,https://www.certara.com,cro_heor_rwe,Consulting; HEOR; Health economics outcomes research real world data and evidence solutions; Market Access; RWE; iCIMS,high,cro_heor_rwe_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/cro-heor-rwe-discovery-307f; main (phase3c_sync_minimum.zip),HEOR consulting with evidence generation and market access focus; Modeling/HEOR; failure_reason=no_matching_roles
CGI Federal,cgi.com,https://www.cgi.com/en/careers,Federal Contractors,Federal Contractors; Workday (embedded; blocked API),medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),CMS/HHS contractor; Federal IT/health; Federal health research/contractor; failure_reason=no_matching_roles
CGIAR,cgiar.org,https://www.cgiar.org,global_health_ngo,International Research; Food security nutrition and climate adaptation research,high,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,Global agricultural research partnership with health implications
Change Healthcare,unitedhealthgroup.com,https://careers.unitedhealthgroup.com/,Digital Health,Digital Health; Federal Contractors; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Claims analytics; Federal health programs; Federal health research/contractor; Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unabl; Payer RWD; UHG RWD; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>
Chapin Hall Federal,chapinhall.org,https://www.chapinhall.org/careers/,Federal Contractors,Federal Contractors; Research Organizations; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Child/family policy research; Federal health research/contractor; failure_reason=fetch_failed:HTTP Error 404: Not Found
Charles River HEOR,criver.com,https://jobs.criver.com/,HEOR / RWE / Consulting,Consulting; HEOR; RWE; SuccessFactors,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),CRO/biostatistics; HEOR/RWE/epi consulting; R20 new; failure_reason=no_matching_roles
ChartSwap,chartswap.com,https://www.chartswap.com,clinical_informatics_healthit,HIE; Platform for electronic health record request and release management,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,HIE and medical records exchange platform
Chembio Diagnostics,chembio.com,https://chembio.com,med_device_diagnostics,Diagnostics; Point-of-care infectious disease diagnostics,high,med_device_diagnostics_universe.csv,cursor/med-device-diagnostics-universe-e384,CLIA-waived rapid tests
Chemical Hazards Emergency Medical Management (CHEMM),chemm.hhs.gov,https://chemm.hhs.gov,environmental_occupational_health,"Government - Federal Resource; Toxicology, Industrial Hygiene",high,environmental_occupational_health_universe.csv,cursor/environmental-occupational-health-discovery-886b,HHS resource for industrial hygienists and toxicologists providing incident command support
Chemonics International,chemonics.com,https://www.chemonics.com,global_health_ngo,Implementation Science; International development health contractor,high,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,USAID and donor health systems implementation contractor
Chenega Corporation,chenega.com,https://careers.chenega.com/chenega-careers,Federal Contractors,Federal Contractors; iCIMS,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health research/contractor; Federal services; failure_reason=no_matching_roles
ChenMed,chenmed.com,https://www.chenmed.com/careers,Digital Health,Custom; Digital Health,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Senior-focused primary care; failure_reason=no_matching_roles
Cherokee Federal,cherokee-federal.com,https://www.cherokee-federal.com/careers/,Federal Contractors,Custom; Federal Contractors,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health research/contractor; failure_reason=no_matching_roles; iCIMS
Cheshire Medical Center,cheshiremed.org,https://www.cheshiremed.org › about › center-population,hospital_system,Regional Health System,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Non-profit medical center with Center for Population Health in Monadnock Region
Cheyenne Regional Medical Center,cheyenneregional.org,https://www.cheyenneregional.org,hospital_system,Regional Health System,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Wyoming Institute of Population Health and population health management focus
CHI Health,chihealth.com,https://www.chihealth.com,org_harvest,CHI Health; Hospital System; Hospital Systems; Workday,high,career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),Also seen under domain commonspirit.careers; Catholic health system part of CommonSpirit Health; Hospital/cancer center; Large nonprofit Catholic system; Part of CommonSpirit Health; Regional hospital system; failure_reason=no_matching_roles; population health research
Chicago Department of Public Health,chicago.gov,https://www.chicago.gov/city/en/depts/dhr.html,Government / Public Health,Government; Public Health; Taleo,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Municipal public health; failure_reason=no_matching_roles
Chiesi USA,chiesiusa.com,https://www.chiesiusa.com/careers,Pharmaceutical Companies,Pharmaceutical Companies; Workday (embedded; blocked API),medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Specialty pharma; failure_reason=no_matching_roles
Child and Adolescent Policy Research Institute,education.utsa.edu,https://education.utsa.edu/centers/capri,survey_policy_research,Policy Research; Child and adolescent policy research,high,survey_policy_research_universe.csv,cursor/survey-policy-research-universe-e49c,University of Texas at San Antonio policy research center
Child Family Health International,cfhi.org,https://www.cfhi.org,global_health_ngo,Global Health; Ethical global health education and training,medium,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,Education-focused global health nonprofit
Child Trends Federal,childtrends.org,https://www.childtrends.org/careers/job-openings,Federal Contractors,ADP; Federal Contractors; Research Organizations,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Child health research; Federal health research/contractor; failure_reason=no_matching_roles
Children and Family Futures,cffutures.org,https://www.cffutures.org,behavioral_mental_health,Substance use treatment organization / Behavioral health company; Child welfare substance use treatment and behavioral health technical assistance,medium,behavioral_mental_health_universe.csv,cursor/behavioral-mental-health-discovery-b6f4,Provides training and technical assistance to agencies on behavioral health and substance use
Children's Healthcare of Atlanta,choa.org,https://jobs.choa.org/,Hospital Systems,Hospital Systems; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1129)>; population health research
Children's Hospital at Montefiore,cham.org,https://www.cham.org,hospital_system,Children's Hospital,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Community and Population Health expertise within Montefiore system in Bronx NY
Children's Hospital Colorado,childrenscolorado.org,https://careers.childrenscolorado.org/,Hospital Systems,Hospital Systems; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>; population health research
Children's Hospital Los Angeles,chla.org,https://www.chla.org,academic,Academic Medical Center; Hospital Systems; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Hospital/cancer center; Saban Research Institute pediatric; failure_reason=fetch_failed:HTTP Error 403: Forbidden; population health research
Children's Hospital of Orange County,choc.org,https://www.choc.org/research,academic,Hospital Systems; Research Institute; Workday,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),600+ pediatric clinical studies; Hospital/cancer center; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>; population health research
Children's Hospital of Philadelphia,research.chop.edu,https://www.research.chop.edu,hospital_system,Children's Hospital,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Major pediatric research institute with biostatistics and data management programs
